File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Hottest blocks;Random hottest guess;Random hit;Nested hottest guess;Nested hit;Benchmark link
extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c;0;14;18;0;3;"3;14";21;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c
extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c;1;14;18;1;10;3;21;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c
extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c;2;14;18;0;2;"3;14";21;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c;0;8;10;1;7;"3;7";11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c;1;8;10;0;8;"3;5;7";11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c
extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c;2;8;10;1;4;"3;7";11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlib3rdpartysqlite3sqlite3.c_sqlite3Pow10.c
extr_ccvlibccv_cache.c_sparse_bitcount.c;0;4;5;1;4;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_cache.c_sparse_bitcount.c
extr_ccvlibccv_cache.c_sparse_bitcount.c;1;4;5;1;9;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_cache.c_sparse_bitcount.c
extr_ccvlibccv_cache.c_sparse_bitcount.c;2;4;5;1;3;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_cache.c_sparse_bitcount.c
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;0;11;14;0;33;7;18;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;1;11;14;0;33;7;18;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c;2;11;14;0;33;7;18;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_ccvlibccv_output.c_ccv_cli_output_level_and_above.c
extr_darknetexamplesgo.c_flip_board.c;0;5;6;1;362;1;25;0;1;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetexamplesgo.c_flip_board.c
extr_darknetsrcblas.c_axpy_cpu.c;0;5;6;1;256;6;19;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_axpy_cpu.c;1;5;6;1;11;6;19;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_axpy_cpu.c;2;5;6;0;1;"0;6;19";19;1;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_axpy_cpu.c
extr_darknetsrcblas.c_const_cpu.c;0;5;6;1;11;4;11;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_const_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;0;5;6;1;256;5;16;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;1;5;6;1;11;5;16;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_copy_cpu.c;2;5;6;0;1;"0;5;16";16;1;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_copy_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;0;5;6;1;256;6;19;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;1;5;6;1;11;6;19;0;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_dot_cpu.c;2;5;6;0;1;"0;6;19";19;1;6;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_dot_cpu.c
extr_darknetsrcblas.c_fill_cpu.c;0;5;6;1;11;4;11;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_fill_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;0;5;6;1;256;5;21;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;1;5;6;1;11;5;21;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_l2_cpu.c;2;5;6;0;1;"0;5;21";21;1;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_l2_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;0;5;6;1;256;5;18;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;1;5;6;1;11;5;18;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mul_cpu.c;2;5;6;0;1;"0;5;18";18;1;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mul_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;0;5;6;1;256;4;18;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;1;5;6;1;11;4;18;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_mult_add_into_cpu.c;2;5;6;0;1;"0;4;18";18;1;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_mult_add_into_cpu.c
extr_darknetsrcblas.c_scal_cpu.c;0;5;6;1;11;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_scal_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;0;11;14;0;256;8;51;0;8;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;1;11;14;0;11;8;51;0;8;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_delta_cpu.c;2;11;14;0;1;"0;8;53";51;0;8;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_delta_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;0;8;10;0;256;5;29;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;1;8;10;0;11;5;29;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcblas.c_weighted_sum_cpu.c;2;8;10;0;1;"0;5;31";29;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcblas.c_weighted_sum_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;0;5;6;1;256;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;1;5;6;1;11;3;16;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcconvolutional_layer.c_binarize_cpu.c;2;5;6;0;1;"0;3;16";16;1;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcconvolutional_layer.c_binarize_cpu.c
extr_darknetsrcdata.c_load_rle.c;0;13;16;0;1;"0;6;25;26;43";36;0;8;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcdata.c_load_rle.c
extr_darknetsrcgemm.c_gemm_bin.c;0;20;25;0;16646400;24;60;0;42;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_bin.c;1;20;25;0;1100;24;60;0;42;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_bin.c;2;20;25;0;1;"0;12;65";60;0;42;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_bin.c
extr_darknetsrcgemm.c_gemm_nn.c;0;13;16;1;16646400;23;42;0;23;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nn.c;1;13;16;1;1100;23;42;0;23;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nn.c;2;13;16;0;1;"0;12;45";42;0;23;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nn.c
extr_darknetsrcgemm.c_gemm_nt.c;0;13;16;1;16646400;18;44;0;18;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_nt.c;1;13;16;1;1100;18;44;0;18;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_nt.c;2;13;16;0;1;"0;13;47";44;0;18;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_nt.c
extr_darknetsrcgemm.c_gemm_tn.c;0;13;16;1;16646400;23;42;0;23;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tn.c;1;13;16;1;1100;23;42;0;23;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tn.c;2;13;16;0;1;"0;12;45";42;0;23;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tn.c
extr_darknetsrcgemm.c_gemm_tt.c;0;13;16;1;16646400;18;44;0;18;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcgemm.c_gemm_tt.c;1;13;16;1;1100;18;44;0;18;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcgemm.c_gemm_tt.c;2;13;16;0;1;"0;13;47";44;0;18;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcgemm.c_gemm_tt.c
extr_darknetsrcutils.c_int_index.c;0;8;10;0;11;4;14;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_int_index.c
extr_darknetsrcutils.c_max_index.c;0;11;14;0;10;10;24;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_max_index.c
extr_darknetsrcutils.c_max_int_index.c;0;11;14;0;10;10;24;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_max_int_index.c
extr_darknetsrcutils.c_scale_array.c;0;5;6;1;11;3;11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_scale_array.c
extr_darknetsrcutils.c_sum_array.c;0;5;6;1;11;3;11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_sum_array.c
extr_darknetsrcutils.c_top_k.c;0;19;24;0;65280;17;42;0;17;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_top_k.c;1;19;24;0;110;17;42;0;17;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_top_k.c;2;19;24;0;1;"0;7;13;14;47";42;0;17;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_top_k.c
extr_darknetsrcutils.c_translate_array.c;0;5;6;1;11;3;11;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darknetsrcutils.c_translate_array.c
extr_darwin-xnubsdnetinet6in6.c_in6_matchlen.c;0;10;14;0;49;24;24;1;5;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6in6.c_in6_matchlen.c
extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c;0;17;23;0;9;23;31;0;23;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c
extr_darwin-xnubsdnetinet6ip6_id.c_pmod.c;0;7;9;1;8;5;12;0;5;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinet6ip6_id.c_pmod.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;0;16;23;0;31;14;35;0;3;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;1;16;23;0;31;14;35;0;3;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c;2;16;23;0;33;14;35;0;3;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetinetip_icmp.c_ip_next_mtu.c
extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c;0;17;23;0;32;12;36;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c
extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c;1;17;23;0;2;12;36;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c
extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c;2;17;23;0;1;"-2337;0;6;11;12;23;37;38";36;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetkeykey.c_key_bbcmp.c
extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c;0;17;23;0;32;12;38;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c
extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c;1;17;23;0;2;12;38;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c
extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c;2;17;23;0;1;"-2439;0;6;11;12;24;39;41";38;0;12;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetnecp.c_necp_buffer_compare_with_bit_prefix.c
extr_darwin-xnubsdnetnecp.c_necp_count_dots.c;0;8;10;0;11;3;12;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnetnecp.c_necp_count_dots.c
extr_darwin-xnubsdnfsnfs_node.c_nfs_hash.c;0;5;6;1;11;4;12;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnfsnfs_node.c_nfs_hash.c
extr_darwin-xnubsdnfsnfs_node.c_nfs_node_sort4.c;0;35;46;0;5;38;87;0;38;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnfsnfs_node.c_nfs_node_sort4.c
extr_darwin-xnubsdnfsnfs_node.c_nfs_node_sort4.c;1;35;46;0;5;38;87;0;38;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdnfsnfs_node.c_nfs_node_sort4.c
extr_darwin-xnubsdvfsvfs_attrlist.c_getattrlist_parsetab.c;0;33;45;0;510;68;-8114;0;14;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdvfsvfs_attrlist.c_getattrlist_parsetab.c
extr_darwin-xnubsdvfsvfs_attrlist.c_getattrlist_parsetab.c;1;33;45;0;20;68;-8114;0;14;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdvfsvfs_attrlist.c_getattrlist_parsetab.c
extr_darwin-xnubsdvfsvfs_attrlist.c_getvolattrlist_parsetab.c;0;20;26;0;255;"10;15;43;50;51;52;60";62;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdvfsvfs_attrlist.c_getvolattrlist_parsetab.c
extr_darwin-xnubsdvfsvfs_attrlist.c_getvolattrlist_parsetab.c;1;20;26;0;10;"10;15;43;50;51;52;60";62;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnubsdvfsvfs_attrlist.c_getvolattrlist_parsetab.c
extr_darwin-xnuosfmkdevicesubrs.c_itoa.c;0;10;13;0;3;"10;19";26;0;10;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmkdevicesubrs.c_itoa.c
extr_darwin-xnuosfmki386i386_init.c_fillkpt.c;0;5;6;1;11;7;20;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmki386i386_init.c_fillkpt.c
extr_darwin-xnuosfmki386pmCPU.c_machine_classify_interval.c;0;7;10;0;766;16;16;1;4;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmki386pmCPU.c_machine_classify_interval.c
extr_darwin-xnuosfmki386pmCPU.c_machine_classify_interval.c;1;7;10;0;31;16;16;1;4;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmki386pmCPU.c_machine_classify_interval.c
extr_darwin-xnuosfmkkernstack.c_log2.c;0;5;6;1;8;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmkkernstack.c_log2.c
extr_darwin-xnuosfmkkernstack.c_log2.c;1;5;6;1;9;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmkkernstack.c_log2.c
extr_darwin-xnuosfmkkernstack.c_log2.c;2;5;6;1;5;2;7;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmkkernstack.c_log2.c
extr_darwin-xnuosfmktestskernel_tests.c_xnupost_reset_tests.c;0;5;6;1;256;2;12;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmktestskernel_tests.c_xnupost_reset_tests.c
extr_darwin-xnuosfmktestskernel_tests.c_xnupost_reset_tests.c;1;5;6;1;11;2;12;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuosfmktestskernel_tests.c_xnupost_reset_tests.c
extr_darwin-xnuteststurnstile_multihop.c_do_work.c;0;13;18;0;143;11;25;0;7;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnuteststurnstile_multihop.c_do_work.c
extr_darwin-xnutoolstestsaffinitypool.c_reader_fn.c;0;5;6;1;11;2;9;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitypool.c_reader_fn.c
extr_darwin-xnutoolstestsaffinitypool.c_reader_writer_fn.c;0;5;6;1;11;2;10;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitypool.c_reader_writer_fn.c
extr_darwin-xnutoolstestsaffinitypool.c_writer_fn.c;0;5;6;1;11;2;8;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitypool.c_writer_fn.c
extr_darwin-xnutoolstestsaffinitysets.c_reader_fn.c;0;5;6;1;11;2;9;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitysets.c_reader_fn.c
extr_darwin-xnutoolstestsaffinitysets.c_reader_writer_fn.c;0;5;6;1;11;2;10;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitysets.c_reader_writer_fn.c
extr_darwin-xnutoolstestsaffinitysets.c_writer_fn.c;0;5;6;1;11;2;8;0;2;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_darwin-xnutoolstestsaffinitysets.c_writer_fn.c
extr_disquedepshiredishiredis.c_intlen.c;0;8;10;0;3;"7;10";-107;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredishiredis.c_intlen.c
extr_disquedepshiredishiredis.c_intlen.c;1;8;10;0;3;"7;10";-107;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredishiredis.c_intlen.c
extr_disquedepshiredishiredis.c_intlen.c;2;8;10;0;2;"7;10";-107;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredishiredis.c_intlen.c
extr_disquedepshiredishiredis.c_intlen.c;3;8;10;0;3;"7;10";-107;0;7;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredishiredis.c_intlen.c
extr_disquedepshiredissds.c_sdsll2str.c;0;14;18;0;2;"9;15;26";26;1;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredissds.c_sdsll2str.c
extr_disquedepshiredissds.c_sdsull2str.c;0;8;10;1;2;"4;9;16";18;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquedepshiredissds.c_sdsull2str.c
extr_disquesrcdict.c_rev.c;0;4;5;1;7;3;14;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcdict.c_rev.c
extr_disquesrcdict.c_rev.c;1;4;5;1;7;3;14;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcdict.c_rev.c
extr_disquesrcdict.c_rev.c;2;4;5;1;7;3;14;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcdict.c_rev.c
extr_disquesrcdict.c_rev.c;3;4;5;1;7;3;14;0;3;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcdict.c_rev.c
extr_disquesrcsds.c_sdsll2str.c;0;14;18;0;2;"9;15;26";26;1;9;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcsds.c_sdsll2str.c
extr_disquesrcsds.c_sdsull2str.c;0;8;10;1;2;"4;9;16";18;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_disquesrcsds.c_sdsull2str.c
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c;0;8;10;1;25;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c;1;8;10;1;25;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c;2;8;10;1;25;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c
extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c;3;8;10;1;25;4;13;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrccryptcrypt_des.c_setup_salt.c
extr_emscriptensystemliblibcmuslsrcinternalprocfdname.c___procfdname.c;0;15;20;0;31;42;40;0;4;0;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrcinternalprocfdname.c___procfdname.c
extr_emscriptensystemliblibcmuslsrcnetworkgetnameinfo.c_itoa.c;0;5;6;1;2;"4;10";12;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrcnetworkgetnameinfo.c_itoa.c
extr_emscriptensystemliblibcmuslsrcpasswdgetgr_a.c_itoa.c;0;5;6;1;2;"4;10";12;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrcpasswdgetgr_a.c_itoa.c
extr_emscriptensystemliblibcmuslsrcpasswdgetpw_a.c_itoa.c;0;5;6;1;2;"4;10";12;0;4;1;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_emscriptensystemliblibcmuslsrcpasswdgetpw_a.c_itoa.c
